City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Socodor,46.5167,21.4333,46.4,93,100,4.61,RO,1612582291
Santarém,-2.4431,-54.7083,77.0,94,0,2.3,BR,1612582293
Nguru,12.8791,10.4526,61.63,30,0,10.74,NG,1612582294
Panzhihua,26.5851,101.7128,57.0,37,0,0.96,CN,1612582295
Arriaga,16.2333,-93.9,68.86,73,0,2.57,MX,1612582296
Sibolga,1.7427,98.7792,86.58,56,0,1.5,ID,1612582182
Aktobe,50.2797,57.2072,35.6,93,90,8.95,KZ,1612582024
Kirkwall,58.9848,-2.9587,35.6,69,90,25.32,GB,1612582300
Wajima,37.4,136.9,48.2,57,40,18.41,JP,1612582301
Dingle,10.9995,122.6711,84.72,71,66,13.65,PH,1612582270
Carnarvon,-24.8667,113.6333,86.0,100,75,21.85,AU,1612582281
Flinders,-34.5833,150.8552,73.0,91,100,5.99,AU,1612582130
Hervey Bay,-25.2986,152.8535,87.8,45,40,8.05,AU,1612582306
Belyy Yar,53.6039,91.3903,8.6,85,96,2.24,RU,1612582307
Manzanillo,20.3433,-77.1167,73.44,77,5,2.44,CU,1612582308
Iralaya,15.0,-83.2333,77.04,88,81,6.02,HN,1612582294
Faya,18.3851,42.4509,51.8,81,20,11.5,SA,1612582284
Buraidah,26.326,43.975,53.6,100,75,4.61,SA,1612582313
Grand Gaube,-20.0064,57.6608,75.99,89,20,1.99,MU,1612582274
Verkhnyaya Inta,65.9811,60.3094,-20.74,87,58,9.55,RU,1612582315
Eirunepé,-6.6603,-69.8736,71.58,98,100,2.04,BR,1612582317
Morant Bay,17.8815,-76.4093,80.6,78,20,17.27,JM,1612582318
Arman',59.7,150.1667,0.81,84,91,9.1,RU,1612582319
Ranot,7.7777,100.3213,80.78,76,100,15.03,TH,1612582320
Nānākuli,21.3906,-158.1547,75.2,46,1,14.97,US,1612582321
Kubuta,-26.8833,31.4833,75.2,100,91,3.44,SZ,1612582323
Newcastle,-32.9272,151.7765,75.2,83,90,10.36,AU,1612582326
Ixtapa,20.7,-105.2,70.0,88,1,1.79,MX,1612582243
Ambilobe,-13.2,49.05,76.24,89,98,2.51,MG,1612582328
Ilulissat,69.2167,-51.1,8.6,40,100,1.14,GL,1612582190
Vale da Amoreira,39.0697,-7.6985,48.99,97,100,8.99,PT,1612582331
Tiznit Province,29.5833,-9.5,51.13,67,97,0.78,MA,1612582297
Pundaguitan,6.3711,126.1689,82.04,75,96,13.56,PH,1612582333
Ürümqi,43.801,87.6005,10.4,92,90,2.24,CN,1612582326
Padang,-0.9492,100.3543,86.0,62,20,5.75,ID,1612582227
Tuskegee,32.424,-85.6916,46.99,61,90,5.1,US,1612582337
Kota Bharu,6.1333,102.2386,84.2,70,20,9.22,MY,1612582202
Termini Imerese,37.9837,13.6956,62.01,40,0,1.99,IT,1612582339
Bria,6.5423,21.9863,67.55,25,14,7.85,CF,1612582340
Polokwane,-23.9045,29.4688,66.2,94,90,2.3,ZA,1612582343
Longjiang,47.3303,123.1836,7.21,86,0,4.59,CN,1612582344
Huarmey,-10.0681,-78.1522,70.39,78,94,6.69,PE,1612582304
Aksu,41.1231,80.2644,36.1,65,48,4.05,CN,1612582346
Nhulunbuy,-12.2333,136.7667,78.8,89,75,14.97,AU,1612582268
Angoche,-16.2325,39.9086,77.45,91,100,5.53,MZ,1612582348
Lüderitz,-26.6481,15.1594,68.77,56,0,18.19,NA,1612582075
Santiago,-33.4569,-70.6483,72.0,77,0,9.22,CL,1612582228
Erbil,36.1926,44.0106,51.8,100,90,6.91,IQ,1612582352
Havøysund,70.9963,24.6622,26.6,86,75,18.41,NO,1612582353
Necochea,-38.5473,-58.7368,70.0,51,0,13.73,AR,1612582354
Kalmunai,7.4167,81.8167,78.98,85,82,10.87,LK,1612582356
Bundaberg,-24.85,152.35,87.8,45,40,8.05,AU,1612582357
Amahai,-3.3333,128.9167,86.09,67,22,4.03,ID,1612582358
Zhigansk,66.7697,123.3711,-39.35,77,61,4.5,RU,1612582127
Sikeston,36.8767,-89.5879,41.0,70,1,9.22,US,1612582360
Mahrīz,31.5917,54.4318,42.8,33,0,2.3,IR,1612582313
Iguape,-24.7081,-47.5553,75.2,73,46,7.54,BR,1612582363
Invermere,50.5167,-116.0354,18.03,87,81,2.82,CA,1612582364
Bengkulu,-3.8004,102.2655,87.57,57,79,5.12,ID,1612582210
Jacareacanga,-6.2222,-57.7528,75.11,94,100,0.47,BR,1612582366
Okha,53.5739,142.9478,-2.83,91,100,18.97,RU,1612582367
Deputatsky,69.3,139.9,-23.4,89,100,3.42,RU,1612582219
Yeppoon,-23.1333,150.7333,91.4,40,75,8.05,AU,1612582370
Gigmoto,13.7796,124.39,83.62,72,16,8.63,PH,1612582371
Kuusamo,65.9667,29.1833,14.0,85,0,5.75,FI,1612582372
Souris,49.6172,-100.2612,-13.0,64,20,14.97,CA,1612582373
Richards Bay,-28.783,32.0377,74.68,89,54,1.03,ZA,1612582322
Nagar,27.4333,77.1,55.69,51,0,3.87,IN,1612582097
Arrondissement de Bressuire,46.9167,-0.5,46.0,96,100,9.55,FR,1612582377
Rassvet,46.8333,40.75,26.49,84,0,14.67,RU,1612582378
Nizhnevartovsk,60.9344,76.5531,19.4,93,90,11.18,RU,1612582379
Askino,56.0901,56.5783,34.12,96,100,11.03,RU,1612582381
Sawākin,19.1059,37.3321,69.19,51,0,5.93,SD,1612582382
Dawei,14.0833,98.2,89.26,33,36,4.32,MM,1612582383
Teluk Nibung,3.001,99.8164,85.01,65,44,6.58,ID,1612582384
Nyurba,63.2842,118.3319,-31.74,83,29,3.56,RU,1612582385
Kargasok,59.0556,80.8572,15.21,96,100,9.84,RU,1612582387
Paka,4.6374,103.4368,82.4,78,40,5.75,MY,1612582388
São João da Barra,-21.6403,-41.0511,74.97,90,100,16.58,BR,1612582299
Yar-Sale,66.8333,70.8333,-18.65,87,100,13.0,RU,1612582246
Lexington,37.9887,-84.4777,30.99,64,1,6.91,US,1612582237
Umeå,63.8284,20.2597,14.0,85,0,8.05,SE,1612582392
Steinau,53.6833,8.8833,30.99,74,98,18.41,DE,1612582394
General Elizardo Aquino,-24.4333,-56.7,63.43,79,0,4.18,PY,1612582396
Kaeo,-35.1,173.7833,75.0,62,100,11.01,NZ,1612582216
Kiryat Gat,31.61,34.7642,55.99,100,21,1.9,IL,1612582291
Chumikan,54.7183,135.315,-5.85,85,100,13.02,RU,1612582399
Jodhpur,26.2867,73.03,64.33,33,0,9.13,IN,1612582401
Byron Bay,-28.65,153.6167,84.2,69,44,11.5,AU,1612582249
Port Elizabeth,-33.918,25.5701,69.8,94,75,5.75,ZA,1612581813
Caruray,10.3094,119.0128,86.0,70,40,16.11,PH,1612582404
Kirakira,-10.4544,161.9205,83.25,77,100,7.85,SB,1612582275
Burnie,-41.0667,145.9167,60.73,82,27,16.53,AU,1612582406
Salina,38.8403,-97.6114,33.01,64,75,11.5,US,1612582140
Arzamas,55.3949,43.8399,-2.79,92,100,10.92,RU,1612582409
Yaring,6.8662,101.3689,87.8,62,20,9.22,TH,1612582389
Sarkand,45.41,79.9186,34.95,77,98,3.31,KZ,1612582411
Zhezkazgan,47.8043,67.7144,24.31,97,95,11.9,KZ,1612582394
Charagua,-19.8,-63.2167,70.74,58,61,3.53,BO,1612582414
Motala,58.5371,15.0365,19.4,86,90,11.5,SE,1612582415
Shenjiamen,29.9576,122.298,51.62,78,15,6.96,CN,1612582416
Colares,38.7992,-9.4469,53.01,100,75,10.36,PT,1612582410
Kailua,21.4022,-157.7394,75.2,60,90,8.05,US,1612582169
Sørland,67.667,12.6934,35.04,82,73,27.34,NO,1612582207
Betioky,-23.7167,44.3833,77.49,81,98,1.48,MG,1612582422
Ulaangom,49.9811,92.0667,1.56,90,100,1.59,MN,1612582423
Ferrol,43.4832,-8.2369,51.01,74,100,15.99,ES,1612582424
Englewood,39.6478,-104.9878,37.99,47,40,4.61,US,1612582426
Vanavara,60.34,102.2797,1.51,92,100,6.6,RU,1612582289
Omboué,-1.5746,9.2618,76.77,90,54,4.85,GA,1612582428
Champerico,14.3,-91.9167,68.0,93,61,1.01,GT,1612582270
Vila,42.0304,-8.1588,44.01,90,100,8.3,PT,1612582430
Gamba,-2.65,10.0,78.55,86,100,4.85,GA,1612582432
Port Blair,11.6667,92.75,82.58,67,0,11.88,IN,1612582304
Boguchany,58.3814,97.4531,3.11,91,97,4.14,RU,1612582435
Sayyan,15.1718,44.3244,46.06,85,6,3.76,YE,1612582287
Sebrovo,50.0981,43.2976,19.0,81,100,15.01,RU,1612582438
Asău,46.4333,26.4,33.01,76,100,1.03,RO,1612582277
Paris,48.8534,2.3488,46.99,93,75,4.61,FR,1612582276
Mokhsogollokh,61.4681,128.9203,-30.28,81,100,3.78,RU,1612582441
Ulety,51.3572,112.4849,3.97,85,23,8.21,RU,1612582442
Banda Aceh,5.5577,95.3222,84.96,64,1,8.37,ID,1612582217
Hay River,60.8156,-115.7999,-23.8,62,98,8.05,CA,1612582208
Gizo Government Station,-8.103,156.8419,84.78,72,47,12.44,SB,1612582280
Taltal,-25.4,-70.4833,63.46,78,41,0.65,CL,1612582168
Morondava,-20.2833,44.2833,81.1,81,100,6.49,MG,1612582448
Ponta Delgada,37.7333,-25.6667,57.2,94,75,8.05,PT,1612582449
Rio Grande,-32.035,-52.0986,63.0,92,62,12.77,BR,1612582451
Kysyl-Syr,63.8986,122.7617,-36.89,81,16,3.58,RU,1612581910
Lagoa,39.05,-27.9833,58.08,86,83,17.43,PT,1612581939
Boyabat,41.4689,34.7667,40.86,75,1,1.48,TR,1612582454
Ancud,-41.8697,-73.8203,64.99,63,0,5.75,CL,1612581910
Moissac,44.1024,1.0945,55.4,93,90,3.44,FR,1612582456
São Raimundo das Mangabeiras,-7.0219,-45.4811,74.8,87,100,4.23,BR,1612582434
Soyo,-6.1349,12.3689,79.48,89,100,7.58,AO,1612581788
Impfondo,1.6381,18.0667,73.71,74,33,3.06,CG,1612582460
Lima,-12.0432,-77.0282,73.99,83,0,8.05,PE,1612582415
Bouca,6.5105,18.2733,65.98,33,76,0.76,CF,1612581903
Petatlán,17.5167,-101.2667,70.75,85,31,2.8,MX,1612582203
São Luís de Montes Belos,-16.525,-50.3722,70.79,94,100,2.59,BR,1612582389
Broome,42.2506,-75.833,28.4,46,75,18.41,US,1612582270
Malinovoye Ozero,51.6753,79.7825,29.08,98,100,7.87,RU,1612582468
Bonthe,7.5264,-12.505,76.1,85,1,4.94,SL,1612582469
Maceió,-9.6658,-35.7353,75.2,88,40,8.05,BR,1612582201
Rafai,4.95,23.9167,64.72,29,5,2.17,CF,1612582472
Bathsheba,13.2167,-59.5167,78.8,61,20,20.71,BB,1612581951
Kattivākkam,13.2167,80.3167,75.2,73,20,2.3,IN,1612582474
Wodonga,-36.1167,146.8833,75.99,50,40,16.11,AU,1612582281
Riachão,-7.3619,-46.6172,72.9,89,89,3.65,BR,1612582476
Cazones de Herrera,20.7167,-97.3167,68.18,94,5,5.21,MX,1612582478
Broken Hill,-31.95,141.4333,80.6,34,40,17.27,AU,1612581953
Erenhot,43.6475,111.9767,15.33,93,100,6.64,CN,1612581888
Ferme-Neuve,46.7001,-75.4493,23.0,80,100,14.97,CA,1612582481
Hadejia,12.4498,10.0444,62.24,29,0,9.95,NG,1612582482
Três de Maio,-27.7733,-54.24,55.0,92,0,5.06,BR,1612582483
Tungor,53.3808,142.9564,-2.27,90,100,18.81,RU,1612582485
Hoquiam,46.9809,-123.8893,46.4,87,75,8.05,US,1612582486
Guerrero Negro,27.9769,-114.0611,59.56,70,0,13.13,MX,1612582487
Gwadar,25.1216,62.3254,67.55,47,0,4.88,PK,1612582367
San Rafael,-34.6177,-68.3301,75.83,32,0,8.63,AR,1612582235
Berlevåg,70.8578,29.0864,26.96,90,100,21.16,NO,1612581918
Ýpsonas,34.6884,32.9574,50.0,71,0,2.3,CY,1612582492
Avera,33.194,-82.5271,50.0,50,90,5.75,US,1612582295
Kologriv,58.8275,44.3178,-4.13,91,100,9.89,RU,1612582494
Marystown,47.1666,-55.1483,34.27,90,95,17.4,CA,1612582495
Sánchez,19.2281,-69.6137,72.97,92,6,4.9,DO,1612582496
Port Shepstone,-30.7414,30.455,72.99,83,24,2.48,ZA,1612582235
Kapuskasing,49.4169,-82.4331,8.6,78,100,18.41,CA,1612582499
Jiwani,25.05,61.7417,67.93,55,0,3.11,PK,1612582500
Novopokrovka,49.8425,36.5477,15.8,79,90,11.18,UA,1612582501
Cerritos,33.8583,-118.0648,60.8,72,1,3.44,US,1612582503
Japura,-0.3167,102.35,85.5,63,97,4.41,ID,1612582330
Madimba,-10.4,40.3333,75.2,94,20,9.22,TZ,1612582506
Saint-Augustin,51.226,-58.6502,28.62,98,95,10.36,CA,1612581945
Tocopilla,-22.092,-70.1979,66.54,66,58,2.19,CL,1612582313
Marsá Maţrūḩ,31.3525,27.2453,57.2,82,75,6.91,EG,1612581963
Phalodi,27.1333,72.3667,66.0,30,0,9.37,IN,1612582512
Porto-Novo,6.4965,2.6036,84.2,84,40,10.36,BJ,1612582513
Merauke,-8.4667,140.3333,85.06,75,100,17.27,ID,1612581935
Nouadhibou,20.931,-17.0347,62.6,77,40,6.91,MR,1612582448
Fairbanks,64.8378,-147.7164,-7.6,77,90,3.47,US,1612581932
Cabra,37.4725,-4.4421,52.0,79,93,4.0,ES,1612582519
Shimoda,34.6667,138.95,60.8,39,20,14.97,JP,1612582306
Comodoro Rivadavia,-45.8667,-67.5,57.2,77,40,10.36,AR,1612582231
Margate,51.3813,1.3862,46.0,88,65,1.99,GB,1612581966
Batagay,67.6333,134.6333,-29.74,82,100,2.06,RU,1612582243
Coahuayana Viejo,18.7333,-103.6833,74.44,81,58,1.92,MX,1612581953
Dārāb,28.7519,54.5444,52.68,40,100,2.17,IR,1612582526
Øksfjord,70.2396,22.3479,28.0,80,90,6.91,NO,1612582527
Peniche,39.3558,-9.3811,52.0,90,100,17.0,PT,1612582529
Camas,37.402,-6.0331,51.01,93,75,11.5,ES,1612582530
St. George's,12.0564,-61.7485,77.0,78,40,11.5,GD,1612582528
Napāsar,27.9667,73.55,64.99,32,0,5.77,IN,1612582532
Popondetta,-8.7537,148.2534,86.09,69,100,6.44,PG,1612582535
Talisay City,10.2447,123.8494,86.0,66,40,14.97,PH,1612582536
Manali,13.1667,80.2667,75.2,73,20,2.3,IN,1612582538
Inírida,3.8653,-67.9239,75.49,93,100,2.28,CO,1612582540
Khilok,51.3674,110.4676,4.06,88,80,8.95,RU,1612582541
Tupik,54.4253,119.9327,-6.72,83,47,2.82,RU,1612582278
Lufilufi,-13.8745,-171.5986,77.0,88,90,13.8,WS,1612582545
Jizan,17.3333,42.6667,77.0,78,40,3.44,SA,1612582497
Caniço,32.6333,-16.85,55.4,71,40,8.05,PT,1612582547
Kilindoni,-7.9139,39.6668,80.22,76,27,6.22,TZ,1612582548
Surat,21.1667,72.8333,71.6,40,0,16.11,IN,1612582425
Taku,39.0211,117.6469,55.4,19,0,13.42,CN,1612582550
Beijing,39.9075,116.3972,55.4,18,0,15.66,CN,1612582552
Vao,-22.6667,167.4833,79.16,78,1,10.58,NC,1612582553
Sheksna,59.21,38.5107,-4.0,77,0,8.95,RU,1612582554
Whyalla,-33.0333,137.5833,75.2,57,75,16.11,AU,1612582268
Lovozero,68.005,35.0117,12.06,95,100,7.31,RU,1612582556
Medicine Hat,50.0501,-110.6683,-5.01,71,90,9.22,CA,1612582558
Dinguiraye,11.3,-10.7167,68.4,24,41,4.09,GN,1612582559
Beni,0.5,29.4667,64.4,80,100,2.51,CD,1612582560
Dunedin,-45.8742,170.5036,60.01,77,34,24.0,NZ,1612582343
Remanso,-9.6179,-42.0831,80.6,57,73,4.32,BR,1612582562
Esil,51.9556,66.4042,31.53,97,100,15.82,KZ,1612582564
Inongo,-1.95,18.2667,74.26,86,97,6.44,CD,1612582565
Valentín Gómez Farías,28.2167,-106.5833,60.01,28,0,10.04,MX,1612582566
Husavik,66.0449,-17.3389,33.8,64,75,12.66,IS,1612582210
San Carlos,9.6612,-68.5827,78.4,68,100,3.49,VE,1612582569
Egvekinot,66.3167,-179.1667,-9.24,93,100,13.69,RU,1612582570
Carutapera,-1.195,-46.02,77.9,82,30,7.61,BR,1612582571
Linxia Chengguanzhen,35.6003,103.2064,37.09,54,98,2.17,CN,1612582572
Rome,43.2128,-75.4557,28.4,74,90,16.11,US,1612582573
Umluj,25.0213,37.2685,66.07,60,0,4.41,SA,1612582574
Norman Wells,65.282,-126.8329,-40.0,67,40,2.3,CA,1612582444
Baker City,44.7749,-117.8344,35.6,69,1,5.75,US,1612582385
Sungai Penuh,-2.0833,101.3833,80.76,53,83,0.78,ID,1612582578
Luján,-34.5703,-59.105,66.99,96,0,6.26,AR,1612582579
Sharan,54.8167,54.0,19.26,97,100,10.49,RU,1612582580
Beringovskiy,63.05,179.3167,-9.98,87,58,5.91,RU,1612582484
Mossamedes,-15.1961,12.1522,69.46,83,65,6.26,AO,1612582563
